name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2025-04-13,57,39.1,48.8,57,32.3,46.2,35,60.6,0,0,0,rain,0,0,26,15.7,342.9,1012.1,81.6,9.7,168.5,14.4,6,10,2025-04-13T06:19:52,2025-04-13T19:33:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
New York,2025-04-14,62,48.6,55,62,45.9,54.7,35.4,48.1,0,63,0,rain,0,0,16.1,9.6,235.6,1010.6,41.6,10,196.6,16.9,7,10,2025-04-14T06:18:20,2025-04-14T19:34:52,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"KEWR,KLGA,F1417,KNYC"
London,2025-01-01,54.8,42.5,49.3,54.8,36.3,46.6,44.4,83.5,0.393,100,25,rain,0,0.7,40.2,26.3,235.3,1008.7,98.8,15.2,4.6,0.5,0,10,2025-01-01T08:06:16,2025-01-01T16:02:26,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-02,41.6,31.7,37.8,38.4,26.5,33.4,31.6,78.6,0,0,0,,0,0.1,13.1,8.6,316.5,1018.5,24.8,19.7,20.8,1.7,2,10,2025-01-02T08:06:07,2025-01-02T16:03:31,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-03,41.3,29.6,34,35.6,22,28.6,29,82.4,0,0,0,,0,0,14.6,9.7,271.7,1023.9,1.2,23.5,22.4,2.1,2,10,2025-01-03T08:05:56,2025-01-03T16:04:39,0.13,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-04,40.2,30.5,34.7,37.7,26.6,31.6,31.7,89.3,0.117,100,12.5,"rain,snow",0.5,0,18.4,11.3,118.2,1015.1,80.5,14.3,14.1,1.3,1,10,2025-01-04T08:05:40,2025-01-04T16:05:50,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-05,54.8,33.5,46.7,54.8,25.6,44,45.5,95.7,0.887,100,79.17,rain,1.1,0.2,29.2,18.3,183,988.2,100,4.8,8.6,0.7,1,10,2025-01-05T08:05:22,2025-01-05T16:07:03,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-06,54.8,37.1,45.3,54.8,29.2,40.5,41.2,85.9,0.166,100,37.5,rain,0,0.2,32.2,20.7,237.6,982.9,74.6,22.3,9.6,0.8,1,10,2025-01-06T08:05:00,2025-01-06T16:08:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-07,41.3,34.4,37.4,35.3,27.6,31,33.1,84.4,0.008,100,4.17,"rain,snow",0,0,18.6,13.1,251.6,999.2,45.9,28.9,13.7,1.3,1,10,2025-01-07T08:04:35,2025-01-07T16:09:36,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-01-08,38.5,31.4,35,35.3,25.7,31.4,32,88.7,0.032,100,12.5,"rain,snow",0.9,0.2,10.9,7.8,31.8,1001.8,74.7,16.6,12.3,1,1,10,2025-01-08T08:04:07,2025-01-08T16:10:56,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-09,39.5,31.4,36.2,33.7,25.6,30.4,30.1,79.2,0,0,0,snow,0,0.3,15.5,10.9,298.7,1008.5,34.8,12.8,24,2.1,2,10,2025-01-09T08:03:35,2025-01-09T16:12:18,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,D5621,03672099999,03781099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-01-10,37.5,27.8,31.3,34.8,25.3,30.4,28.5,89.6,0,0,0,,0,0.2,8.2,5.2,353.9,1020.4,21.7,9,16.7,1.4,1,10,2025-01-10T08:03:01,2025-01-10T16:13:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-11,39.3,26.3,31.5,38,26.3,31.5,29.2,91.5,0,0,0,,0,0,5.3,3.4,308.3,1030.5,24.4,5.1,24.8,2.2,2,10,2025-01-11T08:02:23,2025-01-11T16:15:09,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-12,39.5,27.8,33.8,39.5,27.8,33.4,31.5,91.6,0,0,0,,0,0,5.8,4,140.3,1040,67.3,10.9,14.6,1.1,1,10,2025-01-12T08:01:42,2025-01-12T16:16:37,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-13,43.8,38.6,40.6,38.4,32.4,35.8,33.7,76.4,0,0,0,,0,0,19.1,13,203.9,1039.3,63.9,21.2,21.8,1.8,1,10,2025-01-13T08:00:58,2025-01-13T16:18:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2025-01-14,49.2,37.7,43.9,47.3,31.6,40.5,40,86.2,0,0,0,,0,0,13.9,9.1,232.8,1035,84.8,8.7,22.1,1.9,2,10,2025-01-14T08:00:11,2025-01-14T16:19:38,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-15,49.4,46.6,47.7,49.4,44.6,46.4,46.7,96.4,0.016,100,8.33,rain,0,0,7.9,5.3,258,1034.2,92.6,3.3,7.7,0.6,0,10,2025-01-15T07:59:21,2025-01-15T16:21:11,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-16,48.8,44.3,46.4,46.5,41.2,44,42.7,87,0.008,100,4.17,rain,0,0,13.3,8.5,203.4,1034.4,95.6,10.2,14.7,1.2,1,10,2025-01-16T07:58:29,2025-01-16T16:22:46,0.58,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-17,43.4,39.5,41.7,40.2,36.9,38.3,36.6,82.1,0,0,0,,0,0,13.5,8.7,206.4,1035.5,97.8,7.6,17.6,1.4,1,10,2025-01-17T07:57:33,2025-01-17T16:24:22,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-18,39.3,35.9,37.7,37.7,33.2,35.7,33.8,85.8,0,0,0,,0,0,11.2,5.7,128.6,1029.6,100,3.5,8.4,0.7,0,10,2025-01-18T07:56:35,2025-01-18T16:26:00,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-19,38.6,36.6,37.8,37.5,30.9,33.9,32.1,80.1,0,0,0,,0,0,11.9,7.2,168.7,1021.2,99,6.2,6.3,0.5,0,10,2025-01-19T07:55:34,2025-01-19T16:27:39,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-20,42.9,37.1,39.9,42.9,34.3,38.2,36.2,86.5,0.008,100,4.17,rain,0,0,10.5,7.4,218.7,1018.3,85.1,7,17.3,1.4,1,10,2025-01-20T07:54:30,2025-01-20T16:29:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-21,43.8,34.4,38.8,40.4,34.4,37,36.3,90.8,0,0,0,,0,0,11,6.9,156.4,1013.8,90.5,3.1,24.2,2.2,1,10,2025-01-21T07:53:24,2025-01-21T16:31:00,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-22,41.3,37.7,39.1,39.5,34,36.7,35.6,87.4,0.008,100,4.17,rain,0,0,9.5,7.2,344.8,1004.6,90.9,3.2,11.3,1,1,10,2025-01-22T07:52:15,2025-01-22T16:32:42,0.77,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,03684099999,EGLC,03772099999,03770099999"
London,2025-01-23,47.6,36.2,41.5,41,31.4,36,37.9,87.3,0.196,100,12.5,rain,0,0,28.7,17.4,221.9,1002.6,67.9,9.7,11.4,1,0,10,2025-01-23T07:51:03,2025-01-23T16:34:25,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03693099999,03680099999,D5621,03761099999,EGLC,03770099999"
London,2025-01-24,52.1,42.5,48.8,52.1,36.5,46.1,40.3,73.9,0.11,100,20.83,rain,0,0,39.6,24.7,213.7,996.2,93.1,8.4,23.7,2.2,1,10,2025-01-24T07:49:49,2025-01-24T16:36:09,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-25,47.6,35.7,42.7,45.8,33.8,40,33.9,71.9,0.039,100,4.17,rain,0,0,16.5,10.7,258.5,1004.6,53.5,23,34.8,2.9,3,10,2025-01-25T07:48:33,2025-01-25T16:37:54,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-26,50.3,34.8,42.1,50.3,29.1,36.3,37.1,82.4,0.205,100,20.83,rain,0,0,34.3,20.7,163.6,995,73.9,13.7,10,0.8,1,10,2025-01-26T07:47:14,2025-01-26T16:39:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-27,50.2,44,46.6,50.2,36.6,40.1,40.7,79.9,0.299,100,41.67,rain,0,0,44.7,25.2,202.2,981.1,75,16.1,32.3,2.9,3,10,2025-01-27T07:45:53,2025-01-27T16:41:26,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-28,50.3,45.8,48.1,50.3,39.3,42.5,43.4,83.9,0.118,100,25,rain,0,0,30.5,18.3,227,983.8,97.5,19.6,20.5,1.7,1,10,2025-01-28T07:44:29,2025-01-28T16:43:13,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-29,47.9,39.5,44.3,47,35.8,40.8,39,81.7,0,0,0,,0,0,17.9,12.3,272.2,1003.1,49.5,21.7,29.3,2.4,2,10,2025-01-29T07:43:04,2025-01-29T16:45:01,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-30,47.4,38,42.1,42.1,33.6,37.6,33.2,71.3,0,0,0,,0,0,17.8,12.1,323.5,1019.8,28.5,25.8,37.8,3.2,3,10,2025-01-30T07:41:36,2025-01-30T16:46:49,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-01-31,46.7,38,42.7,44.9,34.5,39.6,40.3,91.1,0.189,100,37.5,rain,0,0,15.2,9.2,175.7,1024.8,98.2,10.4,9,0.7,0,10,2025-01-31T07:40:06,2025-01-31T16:48:37,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-02-01,43.1,35.8,40.9,40,32.1,37.4,36.7,84.8,0,0,0,,0,0,11.8,7.1,141.8,1028.9,82,19.2,10.8,1,1,10,2025-02-01T07:38:34,2025-02-01T16:50:26,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-02,46.7,32.1,38.4,43.2,27.7,34.7,33.9,85,0,0,0,,0,0,12.6,8.1,162,1023.2,9,11.3,37.3,3.3,3,10,2025-02-02T07:37:01,2025-02-02T16:52:15,0.14,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-03,47,33.5,41.4,43.3,31,37.9,38.7,90.4,0.008,100,4.17,rain,0,0,15.9,9.7,194.6,1024.8,68.1,6.8,19,1.6,1,10,2025-02-03T07:35:25,2025-02-03T16:54:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-04,49.7,43.1,47,45.1,38.8,42.3,42.7,85.1,0,0,0,rain,0,0,24.3,15.3,206.4,1023.4,85.7,17.7,18.5,1.6,1,10,2025-02-04T07:33:47,2025-02-04T16:55:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-05,49.7,37.6,44.3,47.9,35.1,42,37.8,78.5,0,0,0,,0,0,12.3,8.5,269.3,1037.7,15.6,14.5,43.6,3.7,3,10,2025-02-05T07:32:08,2025-02-05T16:57:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London,2025-02-06,47,36.2,41.9,42.5,33.6,37.6,35.3,77.8,0,0,0,,0,0,20.1,12.3,49.6,1041.8,35.7,14.1,46.3,4,3,10,2025-02-06T07:30:26,2025-02-06T16:59:34,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-07,40.7,38.3,39.6,34.1,31,32.4,35.1,84.1,0.202,100,37.5,rain,0,0,24.3,14.6,55.9,1025.2,91.7,9.8,7.5,0.7,0,10,2025-02-07T07:28:43,2025-02-07T17:01:24,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,EGLC,03772099999,03770099999,03693099999"
London,2025-02-08,43.4,38,41.1,39.8,32.9,37.1,38.9,91.6,0.071,100,25,rain,0,0,17.5,10.1,76.6,1018.3,95.6,4.3,6.3,0.6,0,10,2025-02-08T07:26:59,2025-02-08T17:03:14,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-09,43.4,35.7,40.2,39,33.1,35.9,37,88.3,0.094,100,25,rain,0,0,20.2,11.6,52.3,1027.6,84.2,6.7,21,1.9,1,10,2025-02-09T07:25:13,2025-02-09T17:05:05,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-02-10,41.1,37,39.7,34.8,30.3,33,35.4,84.8,0.064,100,25,"rain,snow",0,0,21.8,12.5,37.1,1023.9,100,3.2,5.7,0.5,0,10,2025-02-10T07:23:25,2025-02-10T17:06:55,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-02-11,41.1,38,39.5,40.7,32.9,36.4,35.7,86.3,0.008,100,4.17,rain,0,0,12.3,7.5,337.3,1018.6,99.8,4.4,8.6,0.8,1,10,2025-02-11T07:21:35,2025-02-11T17:08:45,0.46,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03768099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
London,2025-02-12,42.5,39.8,41,39.8,36.4,38.4,36,82.5,0,0,0,,0,0,9.6,6.2,21,1019.6,100,7.2,18.4,1.6,1,10,2025-02-12T07:19:44,2025-02-12T17:10:35,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-13,40.7,39.3,40.1,37.8,33.6,35.7,32,72.7,0,0,0,,0,0,14.4,8.5,48.2,1023.5,100,8.6,15.9,1.3,1,10,2025-02-13T07:17:52,2025-02-13T17:12:25,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-14,43.1,36.2,39,37.6,29.7,33.3,28,64.8,0,0,0,,0,0,19.3,12.7,120.3,1024.9,76.5,11,51.5,4.4,4,10,2025-02-14T07:15:59,2025-02-14T17:14:15,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-15,44.3,36.8,39.3,39.7,30.6,33.8,32.9,78,0.032,100,12.5,rain,0,0,15.8,10.4,133.1,1020.2,98.4,6.6,31.1,2.7,1,10,2025-02-15T07:14:04,2025-02-15T17:16:04,0.59,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-16,40.7,35.7,38.1,34.6,29.4,32,30.2,73.3,0,0,0,snow,0,0,18.7,12.4,89.4,1020.6,88.6,9.7,27.5,2.4,1,10,2025-02-16T07:12:07,2025-02-16T17:17:54,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,03684099999,03768099999,EGLC,03772099999,03770099999"
London,2025-02-17,42.2,33.9,37.1,36.2,28.4,31.7,27.7,68.8,0,0,0,,0,0,19.2,12.5,94.4,1022.2,2.6,11.7,79.6,6.9,4,10,2025-02-17T07:10:10,2025-02-17T17:19:43,0.66,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London,2025-02-18,44.7,34.4,38.4,38.7,29,32.6,29.2,69.8,0,0,0,,0,0,19.7,12.9,94.9,1020.5,39.5,9.4,60.7,5.2,4,10,2025-02-18T07:08:11,2025-02-18T17:21:32,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-19,47.9,35.9,42.1,45.1,29.9,37.4,34.9,75.6,0,0,0,rain,0,0,16.9,9,130,1016,57.7,6,39.7,3.4,2,10,2025-02-19T07:06:11,2025-02-19T17:23:21,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-20,55.7,47.9,53,55.7,43.8,52.5,50.4,90.7,0.008,100,4.17,rain,0,0,30,17.6,197.5,1014.3,99.8,8,19.6,1.7,1,10,2025-02-20T07:04:10,2025-02-20T17:25:10,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,EGWU,EGLL,03781099999,03672099999,03684099999,03772099999,03693099999,03680099999,D5621,03761099999,EGLC,03770099999"
London,2025-02-21,60.1,52.8,55.6,60.1,52.8,55.6,51.4,86.4,0.118,100,25,rain,0,0,29.5,17.6,183.8,1010.1,95.4,9.3,44.3,3.9,2,10,2025-02-21T07:02:08,2025-02-21T17:26:58,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-22,56.9,45.7,51.5,56.9,43,51,47.3,86.3,0.149,100,20.83,rain,0,0,17,11.1,229.2,1013.4,57.1,11.5,37.8,3.2,2,10,2025-02-22T07:00:05,2025-02-22T17:28:46,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-23,52.4,44.7,49.9,52.4,39.8,48.5,45.2,84,0.008,100,4.17,rain,0,0,34.9,21.5,193.8,1019.9,85.7,11.7,34.3,2.8,2,10,2025-02-23T06:58:01,2025-02-23T17:30:34,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-24,56.9,47,51.2,56.9,42.6,50,47.2,86.4,0.522,100,50,rain,0,0,25.8,17,220,1011.8,73.2,11.9,35.3,3.1,2,10,2025-02-24T06:55:56,2025-02-24T17:32:22,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-25,52.9,43.4,48,52.9,38.9,45.9,40.4,76.2,0.047,100,8.33,rain,0,0,16.1,11.3,272.1,1013.9,66.8,21.2,50.3,4.3,2,10,2025-02-25T06:53:50,2025-02-25T17:34:09,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-26,47.9,38.9,43.1,43.8,32.8,38.5,39.2,86.2,0.211,100,20.83,rain,0,0,23.1,13.4,221.8,1013.6,46.9,19.5,31.2,2.7,2,10,2025-02-26T06:51:43,2025-02-26T17:35:56,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-27,51.1,39.5,44.9,51.1,33.8,41.3,35,69.5,0,0,0,rain,0,0,19.2,13.1,308.6,1019.8,60.9,29.2,46,3.8,2,10,2025-02-27T06:49:36,2025-02-27T17:37:43,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-02-28,48.6,33.5,41.6,46.4,32.1,40.3,33.2,73.9,0,0,0,,0,0,12.5,7.3,16.6,1029.2,20.7,14.3,71.3,6.1,5,10,2025-02-28T06:47:27,2025-02-28T17:39:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999,03693099999"
London,2025-03-01,51.2,37.1,42,51.2,36.3,41.4,34.6,77.1,0,0,0,,0,0,11.3,7,46.8,1034.5,33.5,13.9,55.3,4.7,4,10,2025-03-01T06:45:18,2025-03-01T17:41:15,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-02,52.1,34,41.5,52.1,34,41.1,34.1,77,0,0,0,,0,0,9.6,6.4,39.1,1034.4,4.1,14.8,71.3,6.1,5,10,2025-03-02T06:43:08,2025-03-02T17:43:01,0.09,Clear,Clear conditions throughout the day.,clear-day,"03769099999,EGWU,03680099999,D5621,03768399999,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999"
London,2025-03-03,55.1,32.6,42.4,55.1,32.6,42.2,32.5,72,0,0,0,,0,0,6.9,3.6,276.9,1029.8,4,10.2,73.5,6.6,5,10,2025-03-03T06:40:58,2025-03-03T17:44:47,0.12,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-04,56.9,32.3,43.6,56.9,32.3,42.9,32.5,69.8,0,0,0,,0,0,11.4,8.1,239.5,1026.3,1.4,11.5,74.9,6.7,5,10,2025-03-04T06:38:47,2025-03-04T17:46:32,0.16,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-05,58.7,33.5,45,58.7,28.9,43.5,36.4,74.2,0.008,100,4.17,rain,0,0,13.7,9.2,215.5,1022.2,5.7,4.3,78.3,6.9,4,10,2025-03-05T06:36:35,2025-03-05T17:48:17,0.19,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
London,2025-03-06,63.8,37.1,49.7,63.8,35.4,49.2,37.9,67,0,0,0,rain,0,0,19.9,12.6,170.4,1014.3,12.1,13.7,77.5,6.9,5,10,2025-03-06T06:34:22,2025-03-06T17:50:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-07,63.7,48.3,55.5,63.7,46.2,55.3,44.5,67,0,0,0,,0,0,18,11.7,152.8,1011.7,53.6,18,86.8,7.5,5,10,2025-03-07T06:32:09,2025-03-07T17:51:46,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-08,62.3,45.8,54,62.3,43.2,53.4,41,62.5,0,0,0,,0,0,19.1,11.9,102.1,1008,13.3,16.8,80.3,6.9,5,10,2025-03-08T06:29:56,2025-03-08T17:53:31,0.3,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-09,62.9,47.6,53.9,62.9,45.4,53.1,40.8,62.3,0,0,0,,0,0,18.1,12.5,87.1,1002.8,25.6,11.7,84.3,7.4,5,10,2025-03-09T06:27:42,2025-03-09T17:55:15,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-10,54.6,46.1,50.4,54.6,40.7,49.2,41.5,71.4,0,0,0,rain,0,0,20.9,13,28.9,1003.6,88,3.1,55.3,4.7,3,10,2025-03-10T06:25:28,2025-03-10T17:56:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London,2025-03-11,47.5,42.1,45.1,44.1,37.7,40.5,34.8,67.3,0,0,0,rain,0,0,20.1,12.9,24.4,1007.6,91.2,18.9,50.6,4.4,2,10,2025-03-11T06:23:13,2025-03-11T17:58:42,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2025-03-12,47.4,39.5,42.8,43.3,34,39,33.4,69.9,0,0,0,rain,0,0,15.8,10.1,328.1,1003.5,84.9,26.2,62.5,5.5,3,10,2025-03-12T06:20:58,2025-03-12T18:00:25,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03761099999,EGLC,03772099999,03770099999,03693099999"
