city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,city.1,clothing_recommendation,season,sunrise_hour,sunset_hour,datetime_hour,month,date,day_of_week,msPlayed,genre,main_genre,temp_bin
London,2024-12-08,47.9,43.4,45.7,42.2,35.1,38.6,41.4,85.0,0.287,100.0,58.33,rain,0.0,0.0,36.6,20.2,354.6,1016.8,96.6,7.5,7.1,0.6,0,22.128353498158862,07:53:22,15:51:46,0.25,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-08,Sunday,9962033,nan,Unknown,"(44.66, 59.04]"
London,2024-12-09,47.6,44.9,46.3,41.5,38.4,40.3,40.0,78.6,0.0,0.0,0.0,Unknown,0.0,0.0,27.7,15.6,28.3,1030.1,93.9,10.0,17.2,1.5,2,22.128353498158862,07:54:29,15:51:34,0.29,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,7,15,0,December,2024-12-09,Monday,33876913,nan,Unknown,"(44.66, 59.04]"
London,2024-12-10,46.1,43.4,44.8,40.1,36.6,38.5,38.9,80.1,0.0,0.0,0.0,Unknown,0.0,0.0,25.6,15.2,40.9,1032.2,98.5,7.1,6.2,0.5,0,22.128353498158862,07:55:33,15:51:25,0.33,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,7,15,0,December,2024-12-10,Tuesday,63685455,nan,afrobeats,"(44.66, 59.04]"
London,2024-12-11,45.6,43.1,44.4,41.1,37.5,39.3,38.0,78.2,0.0,0.0,0.0,Unknown,0.0,0.0,18.9,12.3,44.7,1032.3,98.7,7.3,5.2,0.4,0,22.128353498158862,07:56:34,15:51:21,0.36,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,7,15,0,December,2024-12-11,Wednesday,25915047,nan,afro adura,"(30.28, 44.66]"
London,2024-12-12,47.0,41.3,45.0,45.1,37.7,42.2,42.0,89.6,0.048,100.0,16.67,rain,0.0,0.0,9.7,7.0,47.2,1030.8,99.2,6.4,8.5,0.5,1,22.128353498158862,07:57:33,15:51:19,0.4,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-12,Thursday,38004995,nan,Unknown,"(44.66, 59.04]"
London,2024-12-13,44.9,39.5,41.8,43.4,35.5,38.9,39.2,90.6,0.032,100.0,16.67,rain,0.0,0.0,12.3,6.1,148.4,1025.3,99.1,3.8,5.5,0.5,0,22.128353498158862,07:58:29,15:51:21,0.43,"rain, overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-13,Friday,4604304,nan,afro adura,"(30.28, 44.66]"
London,2024-12-14,46.7,39.5,43.0,42.1,35.0,38.4,38.7,85.2,0.008,100.0,4.17,rain,0.0,0.0,15.0,9.8,272.7,1022.7,77.0,10.1,11.0,0.9,1,22.128353498158862,07:59:21,15:51:26,0.47,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-14,Saturday,91572305,nan,Unknown,"(30.28, 44.66]"
London,2024-12-15,54.2,41.6,49.1,54.2,36.1,47.1,45.7,88.0,0.0,0.0,0.0,Unknown,0.0,0.0,24.2,17.2,252.9,1027.5,85.1,17.3,16.3,1.3,1,22.128353498158862,08:00:12,15:51:35,0.5,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-15,Sunday,99269,nan,Unknown,"(44.66, 59.04]"
London,2024-12-16,53.0,47.9,51.2,53.0,44.8,50.4,45.3,80.3,0.0,0.0,0.0,Unknown,0.0,0.0,22.8,18.4,245.1,1030.8,87.6,16.8,10.7,1.1,1,22.128353498158862,08:00:59,15:51:47,0.54,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧶 Hoodie or light jacket, jeans",Winter,8,15,0,December,2024-12-16,Monday,13842855,afrobeats,afrobeats,"(44.66, 59.04]"
London,2024-12-17,50.6,41.1,47.8,50.6,38.6,45.4,44.8,89.6,0.008,100.0,4.17,rain,0.0,0.0,26.6,16.6,191.4,1023.0,82.1,8.0,5.5,0.6,0,22.128353498158862,08:01:43,15:52:03,0.57,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-17,Tuesday,3801201,nan,Unknown,"(44.66, 59.04]"
London,2024-12-18,58.2,50.6,55.4,58.2,50.6,55.4,50.8,84.8,0.064,100.0,20.83,rain,0.0,0.0,40.3,21.5,218.6,1005.8,95.7,5.8,15.0,1.3,1,22.128353498158862,08:02:24,15:52:22,0.6,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03781099999,03672099999,EGLC,03772099999,03770099999",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-18,Wednesday,25478911,nan,Unknown,"(44.66, 59.04]"
London,2024-12-19,56.6,40.2,45.4,56.6,34.0,39.8,38.1,75.9,0.039,100.0,4.17,rain,0.0,0.0,28.6,17.5,289.0,1007.9,59.0,15.5,19.8,1.7,2,22.128353498158862,08:03:02,15:52:44,0.63,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-19,Thursday,123687091,nan,hiplife,"(44.66, 59.04]"
London,2024-12-20,49.2,36.8,43.0,44.4,31.7,37.9,38.6,84.6,0.032,100.0,12.5,rain,0.0,0.0,23.6,12.7,241.1,1018.8,38.9,11.7,19.5,1.7,1,22.128353498158862,08:03:36,15:53:10,0.66,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-20,Friday,34815353,nan,Unknown,"(30.28, 44.66]"
London,2024-12-21,54.8,40.7,47.7,54.8,35.8,44.2,42.8,83.8,0.039,100.0,8.33,rain,0.0,0.0,32.4,18.9,245.7,1011.0,66.1,9.2,7.7,0.8,1,22.128353498158862,08:04:08,15:53:39,0.7,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-21,Saturday,79724001,nan,hiplife,"(44.66, 59.04]"
London,2024-12-22,47.0,40.4,43.7,41.1,32.0,35.8,33.7,68.0,0.0,0.0,0.0,Unknown,0.0,0.0,32.5,21.4,283.4,1007.0,51.2,13.5,16.7,1.3,1,22.128353498158862,08:04:36,15:54:11,0.75,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-22,Sunday,4813700,nan,Unknown,"(30.28, 44.66]"
London,2024-12-23,44.9,41.1,43.2,41.3,35.5,38.2,34.2,71.3,0.008,100.0,4.17,rain,0.0,0.0,28.0,16.7,288.3,1022.5,46.2,8.7,13.5,1.2,1,22.128353498158862,08:05:01,15:54:46,0.76,"rain, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-23,Monday,42069978,afrobeat,afrobeats,"(30.28, 44.66]"
London,2024-12-24,53.3,43.8,49.4,53.3,40.5,48.1,47.7,93.9,0.008,100.0,4.17,rain,0.0,0.0,12.4,10.0,258.7,1025.9,92.0,6.1,18.2,1.6,1,22.128353498158862,08:05:23,15:55:25,0.79,"rain, overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-24,Tuesday,51463232,nan,Unknown,"(44.66, 59.04]"
London,2024-12-25,50.1,47.6,48.8,50.1,43.8,46.9,46.3,90.9,0.0,0.0,0.0,Unknown,0.0,0.0,12.5,7.9,256.7,1032.6,99.8,7.5,10.0,0.9,1,22.128353498158862,08:05:41,15:56:07,0.83,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-25,Wednesday,139171865,afrobeat,afrobeats,"(44.66, 59.04]"
London,2024-12-26,47.4,43.1,44.6,47.0,41.0,43.7,42.7,92.8,0.0,0.0,0.0,Unknown,0.0,0.0,8.9,5.2,184.1,1034.6,99.9,4.0,8.5,0.9,0,22.128353498158862,08:05:56,15:56:52,0.86,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-26,Thursday,2572188,afrobeat,afrobeat,"(30.28, 44.66]"
London,2024-12-27,44.7,42.5,43.6,44.7,40.9,43.3,42.8,96.8,0.0,0.0,0.0,Unknown,0.0,0.0,6.3,4.4,264.1,1032.6,98.5,1.6,6.6,0.5,0,22.128353498158862,08:06:08,15:57:41,0.89,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-27,Friday,16294428,lullaby,lullaby,"(30.28, 44.66]"
London,2024-12-28,42.5,39.5,40.8,40.7,35.3,38.1,39.2,94.0,0.0,0.0,0.0,Unknown,0.0,0.0,10.1,6.2,275.0,1029.2,99.9,3.1,7.4,0.6,0,22.128353498158862,08:06:16,15:58:32,0.92,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-28,Saturday,59246168,nan,Unknown,"(30.28, 44.66]"
London,2024-12-29,47.4,38.0,41.9,43.0,33.0,37.8,40.1,93.4,0.0,0.0,0.0,Unknown,0.0,0.0,11.1,9.9,249.4,1029.8,99.9,3.2,12.1,1.0,1,22.128353498158862,08:06:21,15:59:26,0.95,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-29,Sunday,71950,highlife,afrobeat,"(30.28, 44.66]"
London,2024-12-30,48.3,45.8,47.0,43.8,40.6,42.2,41.2,80.3,0.0,0.0,0.0,Unknown,0.0,0.0,18.5,14.2,238.8,1027.7,98.2,17.7,21.0,1.8,2,22.128353498158862,08:06:23,16:00:23,0.0,overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,16,0,December,2024-12-30,Monday,40041556,nan,Unknown,"(44.66, 59.04]"
London,2024-12-31,54.6,45.8,50.8,54.6,41.8,49.0,44.4,78.9,0.0,0.0,0.0,Unknown,0.0,0.0,34.7,22.9,226.8,1020.1,88.3,9.3,18.7,1.7,1,22.128353498158862,08:06:21,16:01:23,0.02,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,16,0,December,2024-12-31,Tuesday,37585684,lullaby,lullaby,"(44.66, 59.04]"
Berlin,2024-10-16,58.1,39.5,48.2,58.1,34.4,45.6,39.8,74.0,0.0,0.0,0.0,Unknown,0.0,0.0,28.2,15.8,115.8,1023.8,20.1,25.4,119.3,10.4,5,22.128353498158862,07:34:24,18:08:42,0.46,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,18,0,October,2024-10-16,Wednesday,31647209,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-17,62.3,45.6,52.9,62.3,41.1,51.0,44.8,74.4,0.0,0.0,0.0,Unknown,0.0,0.0,25.7,13.4,128.6,1018.2,41.0,26.5,95.1,8.3,5,22.128353498158862,07:36:11,18:06:31,0.5,partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,18,0,October,2024-10-17,Thursday,36496887,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-18,63.6,47.3,54.7,63.6,44.5,54.0,48.4,80.3,0.0,0.0,0.0,Unknown,0.0,0.0,19.5,10.7,120.2,1017.0,62.3,20.4,95.3,8.3,4,22.128353498158862,07:37:59,18:04:20,0.53,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,18,0,October,2024-10-18,Friday,55519952,nan,afrobeats,"(44.66, 59.04]"
Berlin,2024-10-19,64.8,49.9,56.3,64.8,46.6,56.2,49.7,78.8,0.0,0.0,0.0,Unknown,0.0,0.0,19.5,10.2,155.1,1017.8,78.3,22.3,79.8,6.8,4,22.128353498158862,07:39:46,18:02:11,0.56,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,18,0,October,2024-10-19,Saturday,13076984,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-20,61.6,51.1,55.3,61.6,51.1,55.3,49.1,80.5,0.0,0.0,0.0,Unknown,0.0,0.0,18.1,8.9,154.8,1022.5,88.8,18.5,78.3,7.0,4,22.128353498158862,07:41:34,18:00:02,0.6,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,18,0,October,2024-10-20,Sunday,11522369,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-21,65.4,56.6,60.7,65.4,56.6,60.7,55.6,83.5,0.01,100.0,8.33,rain,0.0,0.0,17.9,9.5,196.9,1023.6,92.7,22.1,40.0,3.4,2,22.128353498158862,07:43:23,17:57:55,0.63,"rain, overcast",Cloudy skies throughout the day with morning rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Autumn,7,17,0,October,2024-10-21,Monday,26166661,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-10-22,62.4,48.5,55.7,62.4,45.6,55.4,51.3,85.3,0.0,0.0,0.0,Unknown,0.0,0.0,27.3,19.4,248.4,1025.1,54.8,21.7,45.4,3.9,2,22.128353498158862,07:45:11,17:55:49,0.66,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,17,0,October,2024-10-22,Tuesday,32050627,afrobeat,alté,"(44.66, 59.04]"
Berlin,2024-10-23,60.7,42.5,49.8,60.7,39.8,48.5,46.1,87.8,0.0,0.0,0.0,Unknown,0.0,0.0,13.0,7.1,249.0,1034.8,6.5,17.7,84.3,7.3,5,22.128353498158862,07:47:00,17:53:44,0.7,clear,Clear conditions throughout the day.,clear-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,17,0,October,2024-10-23,Wednesday,13559569,lullaby,alté,"(44.66, 59.04]"
Berlin,2024-10-24,60.2,38.7,48.9,60.2,35.6,47.9,44.1,85.1,0.0,0.0,0.0,Unknown,0.0,0.0,19.9,12.0,109.5,1031.4,5.8,15.5,101.2,8.7,4,22.128353498158862,07:48:49,17:51:40,0.75,clear,Clear conditions throughout the day.,clear-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,17,0,October,2024-10-24,Thursday,37877269,afrobeat,afrobeats,"(44.66, 59.04]"
Berlin,2024-10-25,63.2,43.9,52.1,63.2,40.9,51.0,47.6,85.6,0.0,0.0,0.0,Unknown,0.0,0.0,14.3,6.9,149.0,1022.4,2.6,13.7,92.8,7.9,4,22.128353498158862,07:50:38,17:49:37,0.76,clear,Clear conditions throughout the day.,clear-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,17,0,October,2024-10-25,Friday,7657308,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-26,64.7,45.1,53.1,64.7,44.0,52.9,49.9,89.5,0.0,0.0,0.0,Unknown,0.0,0.0,10.1,7.4,136.0,1021.0,13.3,7.5,93.7,8.1,4,22.128353498158862,07:52:28,17:47:35,0.8,clear,Clear conditions throughout the day.,clear-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,17,0,October,2024-10-26,Saturday,72777294,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-27,59.1,45.1,51.8,59.1,40.8,50.6,48.9,90.0,0.001,100.0,4.17,rain,0.0,0.0,23.9,16.1,226.4,1019.4,47.6,4.2,76.2,6.9,5,22.128353498158862,06:54:18,16:45:35,0.83,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00427,07389,06265,03509,03987,10385099999,00403,EDDB,E2835,05745,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Autumn,6,16,0,October,2024-10-27,Sunday,29826487,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-10-28,60.1,44.7,52.5,60.1,42.9,51.8,50.6,93.5,0.007,100.0,8.33,rain,0.0,0.0,17.2,11.4,214.5,1024.0,88.5,8.1,37.8,3.2,1,22.128353498158862,06:56:08,16:43:36,0.86,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,07389,06265,03509,03987,10385099999,00403,EDDB,E2835,05745,00400,00433",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Autumn,6,16,0,October,2024-10-28,Monday,5805887,gregorian chant,gregorian chant,"(44.66, 59.04]"
Berlin,2024-10-29,59.4,53.6,56.2,59.4,53.6,56.2,53.3,89.9,0.028,100.0,20.83,rain,0.0,0.0,16.1,8.7,244.6,1024.1,98.5,14.0,31.6,2.8,2,22.128353498158862,06:57:58,16:41:39,0.9,"rain, overcast",Cloudy skies throughout the day with rain clearing later.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Autumn,6,16,0,October,2024-10-29,Tuesday,12465982,gregorian chant,gregorian chant,"(44.66, 59.04]"
Berlin,2024-11-01,54.4,50.0,52.1,54.4,44.8,51.9,48.3,86.9,0.0,0.0,0.0,Unknown,0.0,0.0,28.6,14.5,265.9,1021.1,82.5,7.0,17.0,1.5,1,22.128353498158862,07:03:29,16:35:55,0.0,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,16,0,November,2024-11-01,Friday,51380388,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-11-02,52.0,33.4,45.1,52.0,32.2,42.8,38.2,77.5,0.032,100.0,16.67,rain,0.0,0.0,22.4,13.9,339.2,1029.9,56.5,21.9,77.5,6.8,4,22.128353498158862,07:05:20,16:34:04,0.03,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-02,Saturday,33975523,afrobeat,afrobeats,"(44.66, 59.04]"
Berlin,2024-11-03,50.3,31.1,40.2,50.3,27.5,37.6,35.3,83.9,0.0,0.0,0.0,Unknown,0.0,0.0,15.2,7.6,243.8,1031.2,47.7,21.6,78.8,6.9,4,22.128353498158862,07:07:10,16:32:14,0.07,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Autumn,7,16,0,November,2024-11-03,Sunday,3837880,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-04,51.1,43.2,47.5,51.1,39.1,45.6,45.3,92.2,0.008,100.0,16.67,rain,0.0,0.0,13.9,7.4,237.5,1030.6,99.5,10.6,28.2,2.5,1,22.128353498158862,07:09:01,16:30:26,0.1,"rain, overcast",Cloudy skies throughout the day with morning rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-04,Monday,96114236,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-11-05,48.1,39.4,44.4,46.0,36.1,41.9,41.5,89.6,0.0,0.0,0.0,Unknown,0.0,0.0,15.2,8.0,134.6,1027.9,75.8,12.4,39.1,3.3,1,22.128353498158862,07:10:51,16:28:40,0.14,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,16,0,November,2024-11-05,Tuesday,44306256,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-07,41.4,39.9,40.6,41.3,35.1,38.7,37.7,89.6,0.003,100.0,8.33,rain,0.0,0.0,9.2,9.3,58.5,1035.0,99.9,15.5,16.1,1.3,1,22.128353498158862,07:14:32,16:25:12,0.21,"rain, overcast",Cloudy skies throughout the day with morning rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-07,Thursday,77072268,nan,afrobeats,"(30.28, 44.66]"
Berlin,2024-11-08,42.6,40.1,41.4,40.3,34.3,36.2,37.1,84.6,0.0,0.0,0.0,Unknown,0.0,0.0,20.4,11.9,98.7,1033.3,82.0,12.7,15.9,1.3,1,22.128353498158862,07:16:22,16:23:32,0.24,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,16,0,November,2024-11-08,Friday,39741972,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-10,35.2,33.3,34.3,35.1,27.9,31.3,33.6,97.3,0.0,0.0,0.0,Unknown,0.0,0.0,10.1,8.3,139.8,1029.5,82.3,1.6,13.5,1.2,1,22.128353498158862,07:20:01,16:20:16,0.31,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Autumn,7,16,0,November,2024-11-10,Sunday,26735246,nan,highlife,"(30.28, 44.66]"
Berlin,2024-11-11,42.4,34.4,38.8,39.6,30.5,36.1,37.2,93.9,0.0,0.0,0.0,Unknown,0.0,0.0,12.3,8.3,129.2,1028.5,99.9,3.8,16.5,1.3,1,22.128353498158862,07:21:50,16:18:41,0.35,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Autumn,7,16,0,November,2024-11-11,Monday,43304537,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-12,41.0,38.7,39.7,39.3,33.5,36.4,37.7,92.5,0.005,100.0,4.17,rain,0.0,0.0,13.0,7.8,59.6,1032.3,99.0,6.5,11.4,1.1,1,22.128353498158862,07:23:39,16:17:09,0.38,"rain, overcast",Cloudy skies throughout the day with afternoon rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-12,Tuesday,26942388,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-13,46.7,37.7,41.8,45.7,33.8,38.9,39.6,92.0,0.003,100.0,8.33,rain,0.0,0.0,15.4,7.5,276.2,1029.3,77.0,11.8,27.8,2.3,3,22.128353498158862,07:25:27,16:15:39,0.42,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-13,Wednesday,10435316,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-14,47.2,35.8,42.7,42.7,31.2,38.3,40.8,93.2,0.03,100.0,25.0,rain,0.0,0.0,19.7,13.3,257.9,1022.8,92.9,9.6,14.0,1.2,1,22.128353498158862,07:27:15,16:14:11,0.45,"rain, overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-14,Thursday,49797009,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-15,48.9,40.7,45.7,44.7,37.1,41.4,41.9,86.9,0.0,0.0,0.0,Unknown,0.0,0.0,20.1,12.6,267.2,1023.9,98.0,14.4,27.8,2.4,2,22.128353498158862,07:29:02,16:12:45,0.5,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,16,0,November,2024-11-15,Friday,18665927,nan,Unknown,"(44.66, 59.04]"
